"Z_Ji_[14,1]","Z_Ji_[14,2]","Z_Ji_[14,3]","Z_Ji_[14,4]","Z_Ji_[14,5]","Z_Ji_[14,6]","Z_Ji_[14,7]","Z_Ji_[14,8]","Z_Ji_[14,9]","Z_Ji_[14,10]","Z_Ji_[14,11]","Z_Ji_[14,12]","Z_Ji_[14,13]","Z_Ji_[14,14]","Z_Ji_[14,15]","Z_Ji_[14,16]","Z_Ji_[14,17]","Z_Ji_[14,18]","Z_Ji_[14,19]","Z_Ji_[14,20]"
0.069923999,0.105577861,0.127452898,0.134491996,0.128411993,0.112843358,0.092152986,0.070359708,0.050427062,0.034021204,0.021650711,0.013016698,0.007402075,0.003985106,0.002032779,0.00098305,0.000450944,0.000196301,8.11E-05,3.18E-05
0.069340404,0.10478826,0.126665682,0.133895185,0.128121834,0.112883983,0.092468579,0.070847883,0.050976987,0.034542785,0.022088511,0.013349686,0.007634647,0.004135516,0.002123359,0.001034049,0.00047787,0.000209662,8.74E-05,3.46E-05
0.068766449,0.104010184,0.125887234,0.133301071,0.127827475,0.112915139,0.092772481,0.071325252,0.051519104,0.035060279,0.022525501,0.013684064,0.007869642,0.004288482,0.002216108,0.001086646,0.00050585,0.000223657,9.40E-05,3.75E-05
0.068201899,0.103243388,0.125117435,0.132709728,0.12752916,0.112937141,0.093064968,0.071791972,0.052053434,0.035573609,0.022961558,0.014019713,0.008106976,0.004443958,0.002311013,0.001140846,0.000534897,0.000238299,0.000100914,4.06E-05
0.067646524,0.102487634,0.124356168,0.132121226,0.127227124,0.112950297,0.093346309,0.072248202,0.052580007,0.036082703,0.023396565,0.014356519,0.008346564,0.004601899,0.002408059,0.001196654,0.000565025,0.000253604,0.000108242,4.39E-05
0.067100103,0.101742688,0.123603314,0.13153563,0.126921591,0.112954901,0.093616767,0.072694098,0.053098855,0.036587497,0.02383041,0.014694368,0.008588322,0.004762259,0.002507232,0.001254076,0.000596248,0.000269585,0.000115956,4.75E-05
0.066562421,0.101008326,0.12285876,0.130952998,0.126612776,0.112951241,0.093876602,0.07312982,0.053610014,0.037087931,0.024262984,0.01503315,0.008832167,0.004924989,0.002608516,0.001313115,0.000628577,0.000286255,0.000124065,5.12E-05
0.066033272,0.100284329,0.122122389,0.130373385,0.126300883,0.112939595,0.094126065,0.073555523,0.054113522,0.037583948,0.024694182,0.015372756,0.009078016,0.005090041,0.002711892,0.001373772,0.000662025,0.000303628,0.000132581,5.51E-05
0.065512453,0.099570481,0.121394089,0.129796838,0.12598611,0.112920232,0.094365405,0.073971364,0.054609424,0.038075498,0.025123905,0.015713082,0.009325786,0.005257367,0.002817342,0.001436049,0.0006966,0.000321717,0.000141515,5.93E-05
0.064999771,0.098866576,0.120673748,0.129223403,0.125668644,0.112893413,0.094594863,0.074377499,0.055097764,0.038562537,0.025552058,0.016054023,0.009575396,0.005426918,0.002924845,0.001499947,0.000732315,0.000340534,0.000150878,6.37E-05
0.064495035,0.09817241,0.119961254,0.128653119,0.125348667,0.112859389,0.094814678,0.074774083,0.055578591,0.039045021,0.025978548,0.01639548,0.009826764,0.005598643,0.003034382,0.001565464,0.000769178,0.000360091,0.00016068,6.84E-05
0.063998064,0.097487787,0.119256498,0.128086024,0.125026351,0.112818406,0.09502508,0.075161269,0.056051957,0.039522915,0.026403288,0.016737354,0.01007981,0.005772491,0.003145929,0.001632598,0.000807198,0.000380401,0.000170933,7.33E-05
0.063508679,0.096812514,0.118559372,0.127522148,0.124701861,0.1127707,0.095226297,0.075539212,0.056517914,0.039996185,0.026826194,0.01707955,0.010334455,0.005948414,0.003259465,0.001701347,0.000846383,0.000401474,0.000181647,7.84E-05
0.063026709,0.096146405,0.117869768,0.126961521,0.124375355,0.1127165,0.09541855,0.075908062,0.056976518,0.040464801,0.027247185,0.017421975,0.010590622,0.006126358,0.003374965,0.001771707,0.000886739,0.000423323,0.000192833,8.38E-05
0.062551986,0.095489277,0.117187582,0.126404169,0.124046986,0.112656029,0.095602057,0.076267971,0.057427827,0.04092874,0.027666187,0.017764537,0.010848231,0.006306274,0.003492405,0.001843674,0.000928275,0.000445956,0.0002045,8.95E-05
0.062084348,0.094840952,0.116512708,0.125850114,0.123716899,0.112589501,0.09577703,0.076619086,0.057871901,0.041387978,0.028083125,0.01810715,0.011107207,0.006488109,0.003611759,0.001917241,0.000970995,0.000469385,0.000216659,9.55E-05
0.061623639,0.094201259,0.115845045,0.125299374,0.123385232,0.112517125,0.095943675,0.076961557,0.058308801,0.041842497,0.028497931,0.018449726,0.011367474,0.006671812,0.003733002,0.001992402,0.001014904,0.00049362,0.00022932,0.000101792
0.061169705,0.093570028,0.11518449,0.124751968,0.123052118,0.112439103,0.096102196,0.077295529,0.058738589,0.042292282,0.028910539,0.018792183,0.011628959,0.006857332,0.003856107,0.002069151,0.001060008,0.000518669,0.000242492,0.000108361
0.060722399,0.092947095,0.114530944,0.124207909,0.122717686,0.11235563,0.096252792,0.077621148,0.059161331,0.042737321,0.029320885,0.01913444,0.011891587,0.007044617,0.003981046,0.002147478,0.00110631,0.000544542,0.000256186,0.000115236
0.060281577,0.0923323,0.113884308,0.123667208,0.122382057,0.112266895,0.096395654,0.077938557,0.05957709,0.043177605,0.029728911,0.019476418,0.012155286,0.007233616,0.004107792,0.002227376,0.001153814,0.000571248,0.00027041,0.000122425
0.059847098,0.091725486,0.113244484,0.123129875,0.122045348,0.112173082,0.096530973,0.078247896,0.059985935,0.043613127,0.030134561,0.019818041,0.012419987,0.007424276,0.004236315,0.002308835,0.001202521,0.000598794,0.000285173,0.000129935
0.059418828,0.091126503,0.112611378,0.122595917,0.121707671,0.112074368,0.096658934,0.078549307,0.060387932,0.044043883,0.03053778,0.020159234,0.012685618,0.007616548,0.004366587,0.002391844,0.001252434,0.000627188,0.000300485,0.000137775
0.058996634,0.0905352,0.111984894,0.122065339,0.121369132,0.111970926,0.096779716,0.078842928,0.06078315,0.044469873,0.030938519,0.020499928,0.012952111,0.007810378,0.004498579,0.002476392,0.001303554,0.000656438,0.000316355,0.000145953
0.058580387,0.089951434,0.111364939,0.121538144,0.121029835,0.111862922,0.096893497,0.079128895,0.061171659,0.044891098,0.031336729,0.020840051,0.013219399,0.008005718,0.004632259,0.002562468,0.001355882,0.00068655,0.00033279,0.000154475
0.058169964,0.089375063,0.110751421,0.121014333,0.120689878,0.111750517,0.097000449,0.079407343,0.061553528,0.045307561,0.031732367,0.021179536,0.013487415,0.008202515,0.004767599,0.00265006,0.001409417,0.00071753,0.0003498,0.000163349
0.057765243,0.08880595,0.110144251,0.120493906,0.120349354,0.111633868,0.09710074,0.079678405,0.061928829,0.045719268,0.03212539,0.021518319,0.013756095,0.00840072,0.004904567,0.002739154,0.001464159,0.000749386,0.000367392,0.000172584
0.057366106,0.088243959,0.10954334,0.11997686,0.120008352,0.111513127,0.097194535,0.079942213,0.062297631,0.046126227,0.032515757,0.021856337,0.014025375,0.008600283,0.005043132,0.002829737,0.001520108,0.000782121,0.000385573,0.000182185
0.056972439,0.08768896,0.108948599,0.119463193,0.119666961,0.111388439,0.097281994,0.080198896,0.062660007,0.046528447,0.032903433,0.022193529,0.014295191,0.008801153,0.005183263,0.002921796,0.001577261,0.000815743,0.000404353,0.000192161
0.05658413,0.087140826,0.108359942,0.1189529,0.11932526,0.111259949,0.097363273,0.080448581,0.063016029,0.046925941,0.033288382,0.022529836,0.014565484,0.009003282,0.005324929,0.003015314,0.001635616,0.000850254,0.000423737,0.000202518
0.05620107,0.08659943,0.107777285,0.118445974,0.11898333,0.111127792,0.097438527,0.080691396,0.063365769,0.047318722,0.033670572,0.022865202,0.014836193,0.00920662,0.005468098,0.003110278,0.00169517,0.00088566,0.000443733,0.000213263
0.055823155,0.08606465,0.107200543,0.117942409,0.118641246,0.110992103,0.097507904,0.080927463,0.063709298,0.047706804,0.034049972,0.023199571,0.015107259,0.00941112,0.005612737,0.003206672,0.00175592,0.000921964,0.000464348,0.000224405
0.05545028,0.085536369,0.106629635,0.117442194,0.118299078,0.110853011,0.097571551,0.081156905,0.064046691,0.048090205,0.034426556,0.023532892,0.015378625,0.009616732,0.005758815,0.003304479,0.001817862,0.000959169,0.000485588,0.000235948
0.055082347,0.085014469,0.106064479,0.116945322,0.117956898,0.110710642,0.09762961,0.081379843,0.064378018,0.048468943,0.034800296,0.023865112,0.015650234,0.00982341,0.0059063,0.003403683,0.001880991,0.00099728,0.000507459,0.000247901
0.054719257,0.084498836,0.105504996,0.11645178,0.117614769,0.110565116,0.097682221,0.081596395,0.064703353,0.048843038,0.035171169,0.024196184,0.015922032,0.010031106,0.00605516,0.003504268,0.001945304,0.001036298,0.000529968,0.000260269
0.054360916,0.083989361,0.104951107,0.115961559,0.117272756,0.110416552,0.097729519,0.081806678,0.065022768,0.04921251,0.035539153,0.02452606,0.016193964,0.010239775,0.006205362,0.003606215,0.002010794,0.001076226,0.000553121,0.000273059
0.054007231,0.083485934,0.104402735,0.115474644,0.116930918,0.110265063,0.097771637,0.082010807,0.065336336,0.049577381,0.035904229,0.024854694,0.016465979,0.010449369,0.006356873,0.003709508,0.002077456,0.001117065,0.000576922,0.000286277
0.053658112,0.082988449,0.103859803,0.114991023,0.116589313,0.11011076,0.097808705,0.082208895,0.065644129,0.049937675,0.036266377,0.025182043,0.016738024,0.010659843,0.006509662,0.003814127,0.002145283,0.001158818,0.000601378,0.00029993
0.053313472,0.082496803,0.103322237,0.114510683,0.116247996,0.10995375,0.097840849,0.082401054,0.065946218,0.050293416,0.036625581,0.025508066,0.01701005,0.010871154,0.006663696,0.003920056,0.00221427,0.001201484,0.000626492,0.000314023
0.052973225,0.082010896,0.102789963,0.114033607,0.11590702,0.109794137,0.097868193,0.082587393,0.066242676,0.05064463,0.036981827,0.025832722,0.017282007,0.011083255,0.006818942,0.004027275,0.002284408,0.001245065,0.00065227,0.000328562
0.052637287,0.081530627,0.102262909,0.113559782,0.115566434,0.109632022,0.097890857,0.08276802,0.066533574,0.050991344,0.037335101,0.026155972,0.017553849,0.011296104,0.006975369,0.004135766,0.002355691,0.001289562,0.000678716,0.000343554
0.052305577,0.081055901,0.101741004,0.11308919,0.115226287,0.109467501,0.097908959,0.082943041,0.066818983,0.051333584,0.037685392,0.026477779,0.017825528,0.011509658,0.007132945,0.004245509,0.00242811,0.001334973,0.000705834,0.000359003
0.051978017,0.080586623,0.101224176,0.112621816,0.114886624,0.10930067,0.097922613,0.083112561,0.067098975,0.051671379,0.038032689,0.026798109,0.018097,0.011723874,0.007291636,0.004356484,0.002501657,0.001381299,0.000733629,0.000374914
0.051654528,0.080122701,0.100712357,0.112157642,0.114547489,0.10913162,0.097931933,0.083276682,0.067373619,0.052004758,0.038376985,0.027116926,0.01836822,0.01193871,0.007451412,0.004468673,0.002576324,0.001428539,0.000762103,0.000391294
0.051335036,0.079664045,0.10020548,0.11169665,0.114208923,0.108960439,0.097937028,0.083435505,0.067642986,0.052333751,0.038718272,0.0274342,0.018639145,0.012154125,0.007612241,0.004582055,0.002652102,0.001476691,0.00079126,0.000408148
0.051019466,0.079210565,0.099703477,0.111238824,0.113870967,0.108787213,0.097938004,0.083589129,0.067907145,0.052658388,0.039056543,0.027749898,0.018909733,0.012370078,0.00777409,0.004696611,0.002728981,0.001525755,0.000821104,0.000425479
0.050707747,0.078762177,0.099206282,0.110784144,0.113533658,0.108612027,0.097934966,0.083737653,0.068166166,0.0529787,0.039391795,0.028063991,0.019179944,0.01258653,0.007936929,0.00481232,0.002806952,0.001575729,0.000851636,0.000443293
0.05039981,0.078318795,0.098713831,0.110332591,0.113197032,0.10843496,0.097928016,0.083881171,0.068420117,0.053294718,0.039724023,0.028376452,0.019449737,0.012803441,0.008100725,0.004929162,0.002886005,0.00162661,0.000882861,0.000461595
0.050095585,0.077880336,0.098226059,0.109884147,0.112861124,0.108256091,0.097917253,0.084019778,0.068669067,0.053606476,0.040053227,0.028687253,0.019719075,0.013020772,0.008265449,0.005047116,0.002966129,0.001678396,0.000914779,0.000480389
0.049795006,0.077446721,0.097742906,0.109438792,0.112525966,0.108075497,0.097902775,0.084153567,0.068913082,0.053914006,0.040379404,0.028996368,0.01998792,0.013238486,0.008431069,0.005166163,0.003047315,0.001731084,0.000947393,0.000499679
0.049498009,0.077017869,0.097264308,0.108996507,0.11219159,0.107893249,0.097884675,0.084282629,0.069152231,0.05421734,0.040702554,0.029303774,0.020256236,0.013456545,0.008597554,0.00528628,0.003129552,0.001784671,0.000980704,0.000519469
0.049204528,0.076593705,0.096790204,0.108557271,0.111858025,0.107709421,0.097863047,0.084407053,0.06938658,0.054516513,0.04102268,0.029609448,0.020523986,0.013674913,0.008764874,0.005407449,0.003212828,0.001839154,0.001014716,0.000539764
0.048914503,0.07617415,0.096320537,0.108121064,0.1115253,0.10752408,0.097837982,0.084526927,0.069616194,0.054811558,0.041339782,0.029913367,0.020791138,0.013893553,0.008932998,0.005529647,0.003297133,0.00189453,0.001049427,0.000560566
0.048627873,0.075759133,0.095855246,0.107687866,0.111193442,0.107337294,0.097809566,0.084642337,0.06984114,0.05510251,0.041653865,0.030215511,0.021057656,0.01411243,0.009101898,0.005652855,0.003382454,0.001950794,0.001084841,0.00058188
0.048344579,0.075348579,0.095394273,0.107257656,0.110862475,0.107149128,0.097777887,0.084753369,0.070061481,0.055389403,0.041964931,0.030515861,0.021323511,0.01433151,0.009271543,0.00577705,0.00346878,0.002007942,0.001120957,0.000603709
0.048064562,0.074942419,0.094937563,0.106830414,0.110532425,0.106959645,0.097743028,0.084860105,0.070277283,0.055672272,0.042272986,0.030814397,0.021588669,0.014550758,0.009441903,0.005902213,0.0035561,0.00206597,0.001157776,0.000626056
0.047787766,0.074540582,0.094485059,0.106406119,0.110203314,0.106768906,0.097705072,0.084962628,0.070488608,0.055951153,0.042578035,0.031111104,0.021853101,0.014770141,0.009612951,0.006028322,0.003644401,0.002124873,0.001195299,0.000648924
0.047514136,0.074143,0.094036705,0.105984749,0.109875164,0.106576969,0.097664098,0.085061018,0.070695519,0.05622608,0.042880085,0.031405964,0.022116777,0.014989626,0.009784656,0.006155357,0.003733672,0.002184647,0.001233525,0.000672316
0.047243619,0.073749607,0.093592449,0.105566284,0.109547995,0.106383893,0.097620185,0.085155353,0.07089808,0.056497088,0.043179144,0.031698962,0.022379668,0.015209182,0.009956991,0.006283296,0.003823898,0.002245285,0.001272455,0.000696235
0.04697616,0.073360337,0.093152236,0.105150702,0.109221828,0.106189734,0.097573408,0.085245712,0.071096351,0.056764214,0.043475218,0.031990084,0.022641748,0.015428776,0.010129927,0.006412119,0.003915069,0.002306783,0.001312088,0.000720684
0.046711709,0.072975126,0.092716014,0.104737983,0.108896681,0.105994543,0.097523844,0.085332171,0.071290393,0.057027494,0.043768318,0.032279317,0.02290299,0.015648378,0.010303437,0.006541805,0.004007171,0.002369135,0.001352423,0.000745664
0.046450216,0.072593912,0.092283731,0.104328104,0.108572572,0.105798376,0.097471564,0.085414803,0.071480267,0.057286963,0.044058452,0.032566648,0.023163367,0.015867957,0.010477493,0.006672333,0.004100191,0.002432335,0.001393461,0.000771179
0.046191631,0.072216634,0.091855338,0.103921045,0.108249516,0.10560128,0.097416639,0.085493684,0.071666033,0.057542656,0.04434563,0.032852066,0.023422856,0.016087485,0.010652068,0.006803683,0.004194117,0.002496377,0.001435199,0.000797229
0.045935905,0.07184323,0.091430782,0.103516784,0.10792753,0.105403307,0.097359139,0.085568885,0.071847749,0.057794611,0.044629863,0.033135559,0.023681431,0.016306932,0.010827135,0.006935833,0.004288935,0.002561255,0.001477637,0.000823818
0.045682992,0.071473642,0.091010017,0.103115299,0.107606629,0.105204503,0.097299131,0.085640476,0.072025474,0.058042863,0.044911162,0.033417119,0.02393907,0.016526271,0.011002667,0.007068763,0.004384632,0.002626962,0.001520773,0.000850946
0.045432846,0.071107813,0.090592993,0.10271657,0.107286826,0.105004915,0.097236682,0.085708528,0.072199265,0.058287448,0.045189539,0.033696736,0.02419575,0.016745472,0.011178639,0.007202453,0.004481195,0.002693492,0.001564606,0.000878615
0.045185421,0.070745685,0.090179662,0.102320575,0.106968134,0.104804588,0.097171856,0.085773108,0.07236918,0.058528402,0.045465006,0.033974403,0.02445145,0.01696451,0.011355024,0.007336882,0.00457861,0.002760838,0.001609134,0.000906827
0.044940673,0.070387203,0.089769977,0.101927292,0.106650566,0.104603563,0.097104716,0.085834283,0.072535274,0.058765762,0.045737576,0.03425011,0.024706149,0.017183358,0.011531797,0.00747203,0.004676864,0.002828992,0.001654355,0.000935582
0.044698559,0.070032313,0.089363894,0.1015367,0.106334132,0.104401885,0.097035324,0.08589212,0.072697604,0.058999562,0.046007262,0.034523853,0.024959826,0.01740199,0.011708933,0.007607877,0.004775943,0.002897949,0.001700266,0.000964883
0.044459038,0.069680962,0.088961365,0.101148779,0.106018845,0.104199593,0.096963739,0.085946683,0.072856224,0.05922984,0.046274078,0.034795625,0.025212464,0.01762038,0.011886408,0.007744403,0.004875834,0.002967699,0.001746867,0.000994729
0.044222066,0.069333096,0.088562347,0.100763505,0.105704714,0.103996727,0.096890021,0.085998035,0.073011189,0.059456631,0.046538038,0.035065421,0.025464042,0.017838505,0.012064196,0.007881587,0.004976523,0.003038237,0.001794153,0.001025122
0.043987605,0.068988665,0.088166795,0.100380859,0.105391748,0.103793325,0.096814227,0.086046239,0.073162553,0.05967997,0.046799156,0.035333236,0.025714543,0.01805634,0.012242274,0.00801941,0.005077996,0.003109554,0.001842122,0.001056063
0.043755614,0.068647619,0.087774666,0.10000082,0.105079956,0.103589425,0.096736412,0.086091355,0.073310368,0.059899893,0.047057448,0.035599066,0.02596395,0.018273862,0.012420618,0.008157852,0.005180239,0.003181642,0.001890772,0.001087551
0.043526055,0.068309908,0.087385918,0.099623365,0.104769347,0.103385062,0.096656632,0.086133444,0.073454686,0.060116437,0.047312928,0.035862908,0.026212247,0.018491047,0.012599205,0.008296894,0.005283239,0.003254494,0.001940099,0.001119586
0.043298889,0.067975483,0.087000508,0.099248474,0.104459927,0.103180271,0.096574939,0.086172565,0.07359556,0.060329635,0.047565612,0.036124759,0.026459418,0.018707874,0.012778011,0.008436516,0.005386982,0.003328102,0.0019901,0.00115217
0.043074079,0.067644298,0.086618396,0.098876127,0.104151704,0.102975086,0.096491386,0.086208774,0.073733041,0.060539524,0.047815516,0.036384618,0.026705447,0.018924321,0.012957015,0.008576699,0.005491454,0.003402457,0.002040772,0.001185303
0.042851589,0.067316306,0.08623954,0.098506301,0.103844684,0.10276954,0.096406024,0.08624213,0.073867178,0.060746139,0.048062656,0.036642482,0.02695032,0.019140366,0.013136193,0.008717424,0.005596641,0.003477551,0.002092111,0.001218983
0.042631384,0.066991461,0.0858639,0.098138978,0.103538873,0.102563664,0.096318901,0.086272687,0.073998021,0.060949514,0.048307048,0.036898351,0.027194024,0.019355988,0.013315525,0.008858671,0.00570253,0.003553376,0.002144114,0.001253211
0.042413427,0.066669718,0.085491438,0.097774135,0.103234277,0.102357489,0.096230068,0.086300501,0.07412562,0.061149685,0.04854871,0.037152224,0.027436545,0.019571168,0.013494988,0.009000423,0.005809105,0.003629924,0.002196777,0.001287986
0.042197686,0.066351033,0.085122114,0.097411752,0.1029309,0.102151045,0.09613957,0.086325624,0.074250022,0.061346686,0.048787658,0.037404101,0.02767787,0.019785886,0.013674561,0.00914266,0.005916355,0.003707185,0.002250096,0.001323308
0.041984125,0.066035364,0.08475589,0.09705181,0.102628747,0.101944361,0.096047455,0.08634811,0.074371277,0.061540552,0.04902391,0.037653984,0.027917987,0.020000123,0.013854224,0.009285364,0.006024264,0.003785152,0.002304067,0.001359176
0.041772714,0.065722668,0.084392729,0.096694287,0.102327821,0.101737465,0.095953767,0.08636801,0.07448943,0.061731316,0.049257482,0.037901872,0.028156886,0.02021386,0.014033956,0.009428517,0.006132819,0.003863815,0.002358686,0.001395589
0.041563418,0.065412902,0.084032593,0.096339163,0.102028126,0.101530383,0.095858551,0.086385375,0.074604528,0.061919013,0.049488393,0.038147767,0.028394554,0.020427079,0.014213737,0.0095721,0.006242006,0.003943166,0.002413948,0.001432546
0.041356207,0.065106028,0.083675446,0.095986418,0.101729666,0.101323143,0.095761849,0.086400255,0.074716617,0.062103677,0.04971666,0.038391672,0.028630982,0.020639762,0.014393548,0.009716096,0.006351812,0.004023195,0.002469849,0.001470047
0.04115105,0.064802003,0.083321253,0.095636033,0.101432443,0.10111577,0.095663704,0.086412698,0.074825743,0.062285341,0.049942301,0.038633589,0.02886616,0.020851893,0.014573368,0.009860488,0.006462223,0.004103895,0.002526384,0.00150809
0.040947916,0.06450079,0.082969977,0.095287987,0.101136459,0.100908288,0.095564157,0.086422753,0.07493195,0.062464038,0.050165334,0.03887352,0.029100078,0.021063454,0.014753179,0.010005257,0.006573224,0.004185255,0.002583549,0.001546673
0.040746775,0.064202349,0.082621583,0.094942261,0.100841716,0.100700721,0.095463247,0.086430466,0.075035282,0.062639803,0.050385778,0.039111469,0.029332727,0.02127443,0.014932963,0.010150386,0.006684803,0.004267267,0.002641339,0.001585796
0.040547599,0.063906643,0.082276039,0.094598835,0.100548216,0.100493092,0.095361015,0.086435884,0.075135782,0.062812667,0.05060365,0.039347439,0.0295641,0.021484805,0.0151127,0.010295858,0.006796946,0.004349921,0.002699749,0.001625456
0.040350358,0.063613635,0.081933309,0.094257689,0.100255961,0.100285424,0.095257498,0.086439051,0.075233494,0.062982664,0.05081897,0.039581434,0.029794188,0.021694563,0.015292373,0.010441656,0.006909639,0.004433209,0.002758774,0.001665653
0.040155025,0.063323287,0.081593361,0.093918804,0.099964951,0.100077738,0.095152734,0.086440014,0.075328459,0.063149826,0.051031755,0.039813459,0.030022984,0.02190369,0.015471964,0.010587764,0.007022869,0.004517122,0.002818408,0.001706383
0.039961572,0.063035564,0.081256162,0.093582162,0.099675186,0.099870056,0.095046759,0.086438814,0.075420719,0.063314185,0.051242025,0.040043517,0.030250481,0.022112171,0.015651457,0.010734165,0.007136622,0.004601649,0.002878648,0.001747646
0.039769973,0.062750431,0.080921679,0.093247742,0.099386668,0.099662398,0.094939609,0.086435495,0.075510315,0.063475773,0.051449799,0.040271615,0.030476673,0.022319993,0.015830833,0.010880842,0.007250885,0.004686783,0.002939487,0.001789439
0.039580199,0.062467852,0.080589881,0.092915527,0.099099396,0.099454783,0.094831319,0.086430099,0.075597288,0.063634623,0.051655094,0.040497757,0.030701552,0.022527141,0.016010077,0.01102778,0.007365646,0.004772512,0.003000921,0.001831761
0.039392227,0.062187795,0.080260736,0.092585497,0.09881337,0.099247231,0.094721922,0.086422668,0.075681678,0.063790764,0.05185793,0.040721949,0.030925115,0.022733604,0.016189171,0.011174962,0.00748089,0.004858829,0.003062943,0.001874608
0.03920603,0.061910226,0.079934214,0.092257633,0.09852859,0.099039759,0.094611453,0.086413241,0.075763524,0.063944229,0.052058326,0.040944196,0.031147355,0.022939368,0.016368101,0.011322372,0.007596604,0.004945724,0.003125548,0.001917979
0.039021582,0.061635111,0.079610284,0.091931918,0.098245054,0.098832387,0.094499942,0.086401858,0.075842865,0.064095049,0.052256301,0.041164505,0.031368268,0.02314442,0.01654685,0.011469996,0.007712776,0.005033187,0.003188731,0.001961871
0.038838861,0.061362419,0.079288916,0.091608333,0.097962763,0.098625131,0.094387423,0.086388559,0.075919738,0.064243254,0.052451874,0.041382883,0.031587849,0.02334875,0.016725403,0.011617818,0.007829393,0.005121209,0.003252485,0.002006282
0.03865784,0.061092118,0.07897008,0.091286859,0.097681714,0.098418008,0.094273926,0.086373382,0.075994183,0.064388875,0.052645063,0.041599335,0.031806094,0.023552346,0.016903746,0.011765822,0.007946442,0.005209781,0.003316806,0.002051209
0.038478498,0.060824176,0.078653749,0.090967478,0.097401906,0.098211034,0.094159482,0.086356364,0.076066235,0.064531941,0.052835889,0.041813869,0.032022999,0.023755196,0.017081862,0.011913994,0.008063909,0.005298893,0.003381687,0.002096649
0.03830081,0.060558563,0.078339892,0.090650173,0.097123338,0.098004225,0.094044119,0.086337542,0.076135932,0.064672483,0.05302437,0.042026492,0.032238561,0.02395729,0.017259739,0.012062319,0.008181783,0.005388536,0.003447123,0.0021426
0.038124754,0.060295249,0.078028482,0.090334927,0.096846008,0.097797597,0.093927867,0.086316952,0.07620331,0.064810531,0.053210525,0.042237211,0.032452778,0.024158617,0.017437362,0.012210783,0.00830005,0.0054787,0.003513107,0.002189059
0.037950307,0.060034205,0.077719491,0.09002172,0.096569914,0.097591163,0.093810754,0.086294631,0.076268404,0.064946113,0.053394373,0.042446034,0.032665646,0.024359168,0.017614717,0.012359371,0.008418699,0.005569376,0.003579633,0.002236022
0.037777448,0.0597754,0.077412891,0.089710536,0.096295054,0.097384938,0.093692808,0.086270612,0.076331249,0.065079259,0.053575933,0.042652968,0.032877163,0.024558933,0.01779179,0.012508069,0.008537716,0.005660555,0.003646696,0.002283487
0.037606155,0.059518808,0.077108657,0.089401357,0.096021424,0.097178935,0.093574054,0.086244929,0.07639188,0.065209998,0.053755224,0.042858022,0.033087326,0.024757902,0.017968569,0.012656863,0.00865709,0.005752228,0.00371429,0.002331451
0.037436407,0.059264398,0.076806759,0.089094167,0.095749024,0.096973169,0.093454521,0.086217618,0.076450331,0.065338358,0.053932266,0.043061204,0.033296135,0.024956067,0.018145041,0.01280574,0.008776809,0.005844384,0.003782408,0.00237991
