eff_tau_01,eff_tau_02,eff_tau_14,eff_tau_17
6.177990777,30.96424199,13.63059952,2.814723184
15.43566774,78.53700376,41.90963472,9.335154822
32.68927782,168.4228097,105.5101973,25.0326642
61.00206621,317.6501391,227.9189158,57.04023017
103.1186265,541.8664848,436.7586921,114.424143
161.1192217,853.348776,760.7779438,207.3761801
236.225692,1259.802592,1226.71316,346.1907529
328.7545181,1763.968647,1856.664669,540.2615876
438.1830128,2363.876424,2666.327686,797.268541
563.2862609,3053.522975,3664.149097,1122.639801
702.3066844,3823.767082,4851.298321,1519.301328
853.1276306,4663.275269,6222.251966,1987.677016
1013.432526,5559.40982,7765.773443,2525.87948
1180.839692,6498.996288,9466.092132,3130.026356
1353.009188,7468.943771,11304.12894,3794.623387
1527.722113,8456.715476,13258.66095,4512.967269
1702.935147,9450.661534,15307.35866,5277.534265
1876.814199,10440.23338,17427.66232,6080.332565
2047.751285,11416.10148,19597.48699,6913.20616
2214.368565,12370.19774,21795.76257,7768.085449
2375.512985,13295.70169,24002.82376,8637.184919
2530.244418,14186.98692,26200.67034,9513.151584
2677.819621,15039.54106,28373.11931,10389.16971
2817.673833,15849.86973,30505.87014,11259.02819
2949.401349,16615.39269,32586.50234,12117.15703
3072.736066,17334.33793,34604.42249,12958.63907
3187.53268,18005.638,36550.77496,13779.20256
3293.748989,18628.8314,38418.32828,14575.19926
3391.429566,19203.97086,40201.34644,15343.57239
3480.690949,19731.53939,41895.45279,16081.81751
3561.708383,20212.37477,43497.49202,16787.93934
3634.704105,20647.60223,45005.39437,17460.40644
3699.937083,21038.57524,46418.04522,18098.10551
3757.694139,21386.82388,47735.16188,18700.29654
3808.282317,21694.0102,48957.17896,19266.56958
3852.022404,21961.8901,50085.14296,19796.80393
3889.24346,22192.28088,51120.61635,20291.12993
3920.278263,22387.03399,52065.59102,20749.89375
3945.459541,22548.0123,52922.41086,21173.62516
3965.116905,22677.07142,53693.70296,21563.00826
3979.574371,22776.04445,54382.31692,21918.85521
9.791455525,49.07501634,21.60304439,4.461035613
24.46388472,124.4727626,66.42229477,14.79522333
51.80901389,266.9321645,167.2223934,39.67409908
96.68175946,503.441543,361.2271381,90.4026725
163.4320092,858.8005031,692.2158779,181.3500453
255.3567576,1352.466666,1205.751784,328.6690962
374.3924912,1996.652552,1944.209337,548.6753675
521.0407977,2795.7019,2942.615194,856.2569124
694.473274,3746.491652,4225.844599,1263.585483
892.7485602,4839.507776,5807.28496,1779.264178
1113.081083,6060.262419,7688.789683,2407.930332
1352.116174,7390.793228,9861.604782,3150.255772
1606.182311,8811.070778,12307.92146,4003.249193
1871.504789,10300.21497,15002.74498,4960.757464
2144.375051,11837.47814,17915.83701,6014.072774
2421.276376,13402.99079,21013.56148,7152.571102
2698.970322,14978.28913,24260.52854,8364.32813
2974.550047,16546.65481,27620.98337,9636.677689
3245.467071,18093.30153,31059.92372,10956.69338
3509.537664,19605.44219,34543.95572,12311.58575
3764.934359,21072.26709,38041.91198,13689.01558
4010.167153,22484.85899,41525.26405,15077.32918
4244.058088,23836.06624,44968.36365,16465.72435
4465.712077,25120.35064,48348.54592,17844.35714
4674.48612,26333.62277,51646.12573,19204.39969
4869.958473,27473.07418,54844.31363,20538.05885
5051.898846,28537.01309,57929.07442,21838.56433
5220.240351,29524.70808,60888.94695,23100.13409
5375.053632,30436.24268,63714.84029,24317.92343
5516.52339,31272.38246,66399.81793,25487.9631
5644.92737,32034.45518,68938.87899,26607.09078
5760.617792,32724.24422,71328.74316,27672.8793
5864.005095,33343.89468,73567.64388,28683.56422
5955.54386,33895.83157,75655.1331,29637.97268
6035.720719,34382.68908,77591.89965,30535.45497
6105.044085,34807.25012,79379.60211,31375.81978
6164.035483,35172.3949,81020.71684,32159.2737
6213.222331,35481.05776,82518.40077,32886.36536
6253.131968,35736.19119,83876.3687,33557.93437
6284.28679,35940.73613,85098.7843,34175.065
6307.200329,36097.59781,86190.16387,34739.0444
15.51841121,77.77865932,34.23851799,7.070264974
38.77264435,197.2760341,105.2722428,23.44884873
82.11175342,423.0589704,265.0296329,62.87920954
153.2302624,797.9010744,572.5064321,143.2785802
259.0222788,1361.107071,1097.088233,287.4204523
404.7131868,2143.515212,1910.987794,520.9054131
593.3721106,3164.481037,3081.364143,869.5918549
825.7940132,4430.888909,4663.730789,1357.075751
1100.665964,5937.789115,6697.512337,2002.64803
1414.911116,7670.10293,9203.9264,2819.943684
1764.114631,9604.868652,12185.91043,3816.312391
2142.95972,11713.61787,15629.59029,4992.818928
2545.62741,13964.6061,19506.74094,6344.722393
2966.135199,16324.74059,23777.74838,7862.270734
3398.60542,18761.13852,28394.68812,9531.662999
3837.464446,21242.30886,33304.25053,11336.06125
4277.57969,23738.98848,38450.34653,13256.56671
4714.34412,26224.68057,43776.30851,15273.10487
5143.718667,28675.95042,49226.66166,17365.18875
5562.242352,31072.53186,54748.48026,19512.54844
5967.018836,33397.29266,60292.36732,21695.6276
6355.686621,35636.09995,65813.10831,23895.95638
6726.378772,37777.61913,71270.05342,26096.41443
7077.67667,39813.07272,76627.28129,28281.40015
7408.56123,41735.97946,81853.59308,30436.92233
7718.364032,43541.88824,86922.37932,32550.62965
8006.720089,45228.11778,91811.39569,34611.79194
8273.523395,46793.50884,96502.47752,36611.24527
8518.885911,48238.19383,100981.2166,38541.3113
8743.100366,49563.38607,105236.6194,40395.6992
8946.60696,50771.18994,109260.76,42169.39704
9129.963923,51864.4319,113048.4395,43858.55802
9293.821756,52846.5117,116596.858,45460.38567
9438.900921,53721.27271,119905.3054,46973.02114
9565.972679,54492.88986,122974.8735,48395.43471
9675.842809,55165.77376,125808.191,49727.32318
9769.337875,55744.48924,128409.1826,50969.01395
9847.293776,56233.68691,130782.8516,52121.37658
9910.546288,56638.04614,132935.0858,53185.74174
9959.923352,56962.22802,134872.4839,54163.82787
9996.238865,57210.83703,136602.204,55057.67499
24.59502428,123.2708677,54.26439408,11.20561483
61.45050009,312.6614435,166.845261,37.16392073
130.138359,670.5032823,420.0436609,99.65683115
242.8535998,1264.587981,907.3615469,227.0812464
410.5226464,2157.209331,1738.767671,455.5307182
641.4271747,3397.242667,3028.711546,825.5794431
940.4314187,5015.364454,4883.633054,1378.210211
1308.79531,7022.485668,7391.515179,2150.82012
1744.437994,9410.761547,10614.84171,3173.98323
2242.482995,12156.29392,14587.2403,4469.309548
2795.93327,15222.69094,19313.36648,6048.447529
3396.362272,18564.83323,24771.23125,7913.084729
4034.547553,22132.40914,30916.10092,10055.70733
4701.007485,25872.97024,37685.19155,12460.85936
5386.426595,29734.40072,45002.5479,15106.6678
6081.971277,33666.7907,52783.67995,17966.4463
6779.50693,37623.76123,60939.69247,21010.24234
7471.731903,41563.31771,69380.77334,24206.23993
8152.244699,45448.31861,78019.00096,27521.96944
8815.560039,49246.64421,86770.49366,30925.30519
9457.087533,52931.14179,95556.96252,34385.2525
10073.08446,56479.41222,104306.7473,37872.5386
10660.59193,59873.49138,112955.4225,41360.02958
11217.36157,63099.46793,121446.0565,44822.99857
11741.77826,66147.06972,129729.2025,48239.271
12232.78261,69009.24226,137762.6873,51589.27135
12689.79616,71681.73597,145511.256,54855.99342
13112.65091,74162.71361,152946.1197,58024.91339
13501.52429,76452.38502,160044.4428,61083.86191
13856.88025,78552.67318,166788.8017,64022.86867
14179.41647,80466.91331,173166.6347,66833.9903
14470.01767,82199.58504,179169.7021,69511.13003
14729.71483,83756.07663,184793.5665,72049.85577
14959.64981,85142.4794,190037.1023,74447.22143
15161.04498,86365.41018,194902.0399,76701.59503
15335.1774,87431.85929,199392.5455,78812.49599
15483.35709,88349.06151,203514.8393,80780.44324
15606.90887,89124.38757,207276.8512,82606.81492
15707.15735,89765.25377,210687.9125,84293.72002
15785.41472,90279.04741,213758.4816,85843.88207
15842.97093,90673.06614,216499.9032,87260.53428
38.98048655,195.371159,86.00326877,17.75970266
97.39247927,495.5349933,264.4319183,58.90084497
206.2553993,1062.676088,665.7243388,157.9454333
384.897017,2004.236882,1438.071139,359.8995216
650.6345476,3418.946383,2755.761046,721.9675342
1016.593563,5384.266776,4800.184311,1308.455239
1490.483353,7948.816981,7740.036781,2184.315981
2074.300777,11129.88973,11714.76209,3408.820167
2764.747901,14915.05191,16823.39036,5030.424414
3554.096033,19266.42748,23119.21784,7083.378277
4431.255606,24126.33924,30609.62306,9586.143314
5382.871443,29423.2778,39259.75577,12541.39412
6394.326951,35077.50457,48998.71789,15937.22209
7450.594761,41005.8944,59727.00354,19749.13118
8536.910842,47125.84928,71324.2318,23942.45496
9639.274874,53358.26739,83656.49503,28474.89844
10744.79438,59629.64305,96582.90374,33298.99005
11841.89703,65873.41929,109961.1154,38364.30488
12920.43713,72030.73077,123651.7835,43619.38201
13971.72109,78050.67117,137521.9647,49013.30567
14988.47365,83890.20629,151447.5794,54496.9526
15964.76299,89513.83595,165315.0538,60023.92861
16895.89957,94893.0889,179022.2802,65551.22933
17778.31999,100005.9172,192479.0282,71039.6653
18609.46443,104836.0405,205606.9298,76454.09221
19387.65389,109372.2783,218339.1452,81763.48496
20111.97155,113607.8954,230619.7991,86940.89054
20782.15116,117539.9799,242403.2639,91963.29023
21398.47393,121168.8646,253653.3479,96811.39691
21961.67518,124497.597,264342.4364,101469.4087
22472.86063,127531.4631,274450.6206,105924.7363
22933.4325,130277.5628,283964.8412,110167.7168
23345.02477,132744.4357,292878.0655,114191.3259
23709.44715,134941.736,301188.5098,117990.8944
24028.63698,136879.9507,308898.9163,121563.8358
24304.61827,138570.1586,316015.888,124909.3884
24539.46725,140023.8261,322549.2834,128028.3746
24735.28362,141252.6351,328511.6705,130922.9786
24894.16675,142268.3396,333917.8382,133596.543
25018.19633,143082.6477,338784.3623,136053.3843
25109.41677,143707.1253,343129.2227,138298.6268
61.77990777,309.6424199,136.3059952,28.14723184
154.3566774,785.3700376,419.0963472,93.35154822
326.8927782,1684.228097,1055.101973,250.326642
610.0206621,3176.501391,2279.189158,570.4023017
1031.186265,5418.664848,4367.586921,1144.24143
1611.192217,8533.48776,7607.779438,2073.761801
2362.25692,12598.02592,12267.1316,3461.907529
3287.545181,17639.68647,18566.64669,5402.615876
4381.830128,23638.76424,26663.27686,7972.68541
5632.862609,30535.22975,36641.49097,11226.39801
7023.066844,38237.67082,48512.98321,15193.01328
8531.276306,46632.75269,62222.51966,19876.77016
10134.32526,55594.0982,77657.73443,25258.7948
11808.39692,64989.96288,94660.92132,31300.26356
13530.09188,74689.43771,113041.2894,37946.23387
15277.22113,84567.15476,132586.6095,45129.67269
17029.35147,94506.61534,153073.5866,52775.34265
18768.14199,104402.3338,174276.6232,60803.32565
20477.51285,114161.0148,195974.8699,69132.0616
22143.68565,123701.9774,217957.6257,77680.85449
23755.12985,132957.0169,240028.2376,86371.84919
25302.44418,141869.8692,262006.7034,95131.51584
26778.19621,150395.4106,283731.1931,103891.6971
28176.73833,158498.6973,305058.7014,112590.2819
29494.01349,166153.9269,325865.0234,121171.5703
30727.36066,173343.3793,346044.2249,129586.3907
31875.3268,180056.38,365507.7496,137792.0256
32937.48989,186288.314,384183.2828,145751.9926
33914.29566,192039.7086,402013.4644,153435.7239
34806.90949,197315.3939,418954.5279,160818.1751
35617.08383,202123.7477,434974.9202,167879.3934
36347.04105,206476.0223,450053.9437,174604.0644
36999.37083,210385.7524,464180.4522,180981.0551
37576.94139,213868.2388,477351.6188,187002.9654
38082.82317,216940.102,489571.7896,192665.6958
38520.22404,219618.901,500851.4296,197968.0393
38892.4346,221922.8088,511206.1635,202911.2993
39202.78263,223870.3399,520655.9102,207498.9375
39454.59541,225480.123,529224.1086,211736.2516
39651.16905,226770.7142,536937.0296,215630.0826
39795.74371,227760.4445,543823.1692,219188.5521
97.91455525,490.7501634,216.0304439,44.61035613
244.6388472,1244.727626,664.2229477,147.9522333
518.0901389,2669.321645,1672.223934,396.7409908
966.8175946,5034.41543,3612.271381,904.026725
1634.320092,8588.005031,6922.158779,1813.500453
2553.567576,13524.66666,12057.51784,3286.690962
3743.924912,19966.52552,19442.09337,5486.753675
5210.407977,27957.019,29426.15194,8562.569124
6944.73274,37464.91652,42258.44599,12635.85483
8927.485602,48395.07776,58072.8496,17792.64178
11130.81083,60602.62419,76887.89683,24079.30332
13521.16174,73907.93228,98616.04782,31502.55772
16061.82311,88110.70778,123079.2146,40032.49193
18715.04789,103002.1497,150027.4498,49607.57464
21443.75051,118374.7814,179158.3701,60140.72774
24212.76376,134029.9079,210135.6148,71525.71102
26989.70322,149782.8913,242605.2854,83643.2813
29745.50047,165466.5481,276209.8337,96366.77689
32454.67071,180933.0153,310599.2372,109566.9338
35095.37664,196054.4219,345439.5572,123115.8575
37649.34359,210722.6709,380419.1198,136890.1558
40101.67153,224848.5899,415252.6405,150773.2918
42440.58088,238360.6624,449683.6365,164657.2435
44657.12077,251203.5064,483485.4592,178443.5714
46744.8612,263336.2277,516461.2573,192043.9969
48699.58473,274730.7418,548443.1363,205380.5885
50518.98846,285370.1309,579290.7442,218385.6433
52202.40351,295247.0808,608889.4695,231001.3409
53750.53632,304362.4268,637148.4029,243179.2343
55165.2339,312723.8246,663998.1793,254879.631
56449.2737,320344.5518,689388.7899,266070.9078
57606.17792,327242.4422,713287.4316,276728.793
58640.05095,333438.9468,735676.4388,286835.6422
59555.4386,338958.3157,756551.331,296379.7268
60357.20719,343826.8908,775918.9965,305354.5497
61050.44085,348072.5012,793796.0211,313758.1978
61640.35483,351723.949,810207.1684,321592.737
62132.22331,354810.5776,825184.0077,328863.6536
62531.31968,357361.9119,838763.687,335579.3437
62842.8679,359407.3613,850987.843,341750.65
63072.00329,360975.9781,861901.6387,347390.444
155.1841121,777.7865932,342.3851799,70.70264974
387.7264435,1972.760341,1052.722428,234.4884873
821.1175342,4230.589704,2650.296329,628.7920954
1532.302624,7979.010744,5725.064321,1432.785802
2590.222788,13611.07071,10970.88233,2874.204523
4047.131868,21435.15212,19109.87794,5209.054131
5933.721106,31644.81037,30813.64143,8695.918549
8257.940132,44308.88909,46637.30789,13570.75751
11006.65964,59377.89115,66975.12337,20026.4803
14149.11116,76701.0293,92039.264,28199.43684
17641.14631,96048.68652,121859.1043,38163.12391
21429.5972,117136.1787,156295.9029,49928.18928
25456.2741,139646.061,195067.4094,63447.22393
29661.35199,163247.4059,237777.4838,78622.70734
33986.0542,187611.3852,283946.8812,95316.62999
38374.64446,212423.0886,333042.5053,113360.6125
42775.7969,237389.8848,384503.4653,132565.6671
47143.4412,262246.8057,437763.0851,152731.0487
51437.18667,286759.5042,492266.6166,173651.8875
55622.42352,310725.3186,547484.8026,195125.4844
59670.18836,333972.9266,602923.6732,216956.276
63556.86621,356360.9995,658131.0831,238959.5638
67263.78772,377776.1913,712700.5342,260964.1443
70776.7667,398130.7272,766272.8129,282814.0015
74085.6123,417359.7946,818535.9308,304369.2233
77183.64032,435418.8824,869223.7932,325506.2965
80067.20089,452281.1778,918113.9569,346117.9194
82735.23395,467935.0884,965024.7752,366112.4527
85188.85911,482381.9383,1009812.166,385413.113
87431.00366,495633.8607,1052366.194,403956.992
89466.0696,507711.8994,1092607.6,421693.9704
91299.63923,518644.319,1130484.395,438585.5802
92938.21756,528465.117,1165968.58,454603.8567
94389.00921,537212.7271,1199053.054,469730.2114
95659.72679,544928.8986,1229748.735,483954.3471
96758.42809,551657.7376,1258081.91,497273.2318
97693.37875,557444.8924,1284091.826,509690.1395
98472.93776,562336.8691,1307828.516,521213.7658
99105.46288,566380.4614,1329350.858,531857.4174
99599.23352,569622.2802,1348724.839,541638.2787
99962.38865,572108.3703,1366022.04,550576.7499
245.9502428,1232.708677,542.6439408,112.0561483
614.5050009,3126.614435,1668.45261,371.6392073
1301.38359,6705.032823,4200.436609,996.5683115
2428.535998,12645.87981,9073.615469,2270.812464
4105.226464,21572.09331,17387.67671,4555.307182
6414.271747,33972.42667,30287.11546,8255.794431
9404.314187,50153.64454,48836.33054,13782.10211
13087.9531,70224.85668,73915.15179,21508.2012
17444.37994,94107.61547,106148.4171,31739.8323
22424.82995,121562.9392,145872.403,44693.09548
27959.3327,152226.9094,193133.6648,60484.47529
33963.62272,185648.3323,247712.3125,79130.84729
40345.47553,221324.0914,309161.0092,100557.0733
47010.07485,258729.7024,376851.9155,124608.5936
53864.26595,297344.0072,450025.479,151066.678
60819.71277,336667.907,527836.7995,179664.463
67795.0693,376237.6123,609396.9247,210102.4234
74717.31903,415633.1771,693807.7334,242062.3993
81522.44699,454483.1861,780190.0096,275219.6944
88155.60039,492466.4421,867704.9366,309253.0519
94570.87533,529311.4179,955569.6252,343852.525
100730.8446,564794.1222,1043067.473,378725.386
106605.9193,598734.9138,1129554.225,413600.2958
112173.6157,630994.6793,1214460.565,448229.9857
117417.7826,661470.6972,1297292.025,482392.71
122327.8261,690092.4226,1377626.873,515892.7135
126897.9616,716817.3597,1455112.56,548559.9342
131126.5091,741627.1361,1529461.197,580249.1339
135015.2429,764523.8502,1600444.428,610838.6191
138568.8025,785526.7318,1667888.017,640228.6867
141794.1647,804669.1331,1731666.347,668339.903
144700.1767,821995.8504,1791697.021,695111.3003
147297.1483,837560.7663,1847935.665,720498.5577
149596.4981,851424.794,1900371.023,744472.2143
151610.4498,863654.1018,1949020.399,767015.9503
153351.774,874318.5929,1993925.455,788124.9599
154833.5709,883490.6151,2035148.393,807804.4324
156069.0887,891243.8757,2072768.512,826068.1492
157071.5735,897652.5377,2106879.125,842937.2002
157854.1472,902790.4741,2137584.816,858438.8207
158429.7093,906730.6614,2164999.032,872605.3428
389.8048655,1953.71159,860.0326877,177.5970266
973.9247927,4955.349933,2644.319183,589.0084497
2062.553993,10626.76088,6657.243388,1579.454333
3848.97017,20042.36882,14380.71139,3598.995216
6506.345476,34189.46383,27557.61046,7219.675342
10165.93563,53842.66776,48001.84311,13084.55239
14904.83353,79488.16981,77400.36781,21843.15981
20743.00777,111298.8973,117147.6209,34088.20167
27647.47901,149150.5191,168233.9036,50304.24414
35540.96033,192664.2748,231192.1784,70833.78277
44312.55606,241263.3924,306096.2306,95861.43314
53828.71443,294232.778,392597.5577,125413.9412
63943.26951,350775.0457,489987.1789,159372.2209
74505.94761,410058.944,597270.0354,197491.3118
85369.10842,471258.4928,713242.318,239424.5496
96392.74874,533582.6739,836564.9503,284748.9844
107447.9438,596296.4305,965829.0374,332989.9005
118418.9703,658734.1929,1099611.154,383643.0488
129204.3713,720307.3077,1236517.835,436193.8201
139717.2109,780506.7117,1375219.647,490133.0567
149884.7365,838902.0629,1514475.794,544969.526
159647.6299,895138.3595,1653150.538,600239.2861
168958.9957,948930.889,1790222.802,655512.2933
177783.1999,1000059.172,1924790.282,710396.653
186094.6443,1048360.405,2056069.298,764540.9221
193876.5389,1093722.783,2183391.452,817634.8496
201119.7155,1136078.954,2306197.991,869408.9054
207821.5116,1175399.799,2424032.639,919632.9023
213984.7393,1211688.646,2536533.479,968113.9691
219616.7518,1244975.97,2643424.364,1014694.087
224728.6063,1275314.631,2744506.206,1059247.363
229334.325,1302775.628,2839648.412,1101677.168
233450.2477,1327444.357,2928780.655,1141913.259
237094.4715,1349417.36,3011885.098,1179908.944
240286.3698,1368799.507,3088989.163,1215638.358
243046.1827,1385701.586,3160158.88,1249093.884
245394.6725,1400238.261,3225492.834,1280283.746
247352.8362,1412526.351,3285116.705,1309229.786
248941.6675,1422683.396,3339178.382,1335965.43
250181.9633,1430826.477,3387843.623,1360533.843
251094.1677,1437071.253,3431292.227,1382986.268
617.7990777,3096.424199,1363.059952,281.4723184
1543.566774,7853.700376,4190.963472,933.5154822
3268.927782,16842.28097,10551.01973,2503.26642
6100.206621,31765.01391,22791.89158,5704.023017
10311.86265,54186.64848,43675.86921,11442.4143
16111.92217,85334.8776,76077.79438,20737.61801
23622.5692,125980.2592,122671.316,34619.07529
32875.45181,176396.8647,185666.4669,54026.15876
43818.30128,236387.6424,266632.7686,79726.8541
56328.62609,305352.2975,366414.9097,112263.9801
70230.66844,382376.7082,485129.8321,151930.1328
85312.76306,466327.5269,622225.1966,198767.7016
101343.2526,555940.982,776577.3443,252587.948
118083.9692,649899.6288,946609.2132,313002.6356
135300.9188,746894.3771,1130412.894,379462.3387
152772.2113,845671.5476,1325866.095,451296.7269
170293.5147,945066.1534,1530735.866,527753.4265
187681.4199,1044023.338,1742766.232,608033.2565
204775.1285,1141610.148,1959748.699,691320.616
221436.8565,1237019.774,2179576.257,776808.5449
237551.2985,1329570.169,2400282.376,863718.4919
253024.4418,1418698.692,2620067.034,951315.1584
267781.9621,1503954.106,2837311.931,1038916.971
281767.3833,1584986.973,3050587.014,1125902.819
294940.1349,1661539.269,3258650.234,1211715.703
307273.6066,1733433.793,3460442.249,1295863.907
318753.268,1800563.8,3655077.496,1377920.256
329374.8989,1862883.14,3841832.828,1457519.926
339142.9566,1920397.086,4020134.644,1534357.239
348069.0949,1973153.939,4189545.279,1608181.751
356170.8383,2021237.477,4349749.202,1678793.934
363470.4105,2064760.223,4500539.437,1746040.644
369993.7083,2103857.524,4641804.522,1809810.551
375769.4139,2138682.388,4773516.188,1870029.654
380828.2317,2169401.02,4895717.896,1926656.958
385202.2404,2196189.01,5008514.296,1979680.393
388924.346,2219228.088,5112061.635,2029112.993
392027.8263,2238703.399,5206559.102,2074989.375
394545.9541,2254801.23,5292241.086,2117362.516
396511.6905,2267707.142,5369370.296,2156300.826
397957.4371,2277604.445,5438231.692,2191885.521
979.1455525,4907.501634,2160.304439,446.1035613
2446.388472,12447.27626,6642.229477,1479.522333
5180.901389,26693.21645,16722.23934,3967.409908
9668.175946,50344.1543,36122.71381,9040.26725
16343.20092,85880.05031,69221.58779,18135.00453
25535.67576,135246.6666,120575.1784,32866.90962
37439.24912,199665.2552,194420.9337,54867.53675
52104.07977,279570.19,294261.5194,85625.69124
69447.3274,374649.1652,422584.4599,126358.5483
89274.85602,483950.7776,580728.496,177926.4178
111308.1083,606026.2419,768878.9683,240793.0332
135211.6174,739079.3228,986160.4782,315025.5772
160618.2311,881107.0778,1230792.146,400324.9193
187150.4789,1030021.497,1500274.498,496075.7464
214437.5051,1183747.814,1791583.701,601407.2774
242127.6376,1340299.079,2101356.148,715257.1102
269897.0322,1497828.913,2426052.854,836432.813
297455.0047,1654665.481,2762098.337,963667.7689
324546.7071,1809330.153,3105992.372,1095669.338
350953.7664,1960544.219,3454395.572,1231158.575
376493.4359,2107226.709,3804191.198,1368901.558
401016.7153,2248485.899,4152526.405,1507732.918
424405.8088,2383606.624,4496836.365,1646572.435
446571.2077,2512035.064,4834854.592,1784435.714
467448.612,2633362.277,5164612.573,1920439.969
486995.8473,2747307.418,5484431.363,2053805.885
505189.8846,2853701.309,5792907.442,2183856.433
522024.0351,2952470.808,6088894.695,2310013.409
537505.3632,3043624.268,6371484.029,2431792.343
551652.339,3127238.246,6639981.793,2548796.31
564492.737,3203445.518,6893887.899,2660709.078
576061.7792,3272424.422,7132874.316,2767287.93
586400.5095,3334389.468,7356764.388,2868356.422
595554.386,3389583.157,7565513.31,2963797.268
603572.0719,3438268.908,7759189.965,3053545.497
610504.4085,3480725.012,7937960.211,3137581.978
616403.5483,3517239.49,8102071.684,3215927.37
621322.2331,3548105.776,8251840.077,3288636.536
625313.1968,3573619.119,8387636.87,3355793.437
628428.679,3594073.613,8509878.43,3417506.5
630720.0329,3609759.781,8619016.387,3473904.44
1551.841121,7777.865932,3423.851799,707.0264974
3877.264435,19727.60341,10527.22428,2344.884873
8211.175342,42305.89704,26502.96329,6287.920954
15323.02624,79790.10744,57250.64321,14327.85802
25902.22788,136110.7071,109708.8233,28742.04523
40471.31868,214351.5212,191098.7794,52090.54131
59337.21106,316448.1037,308136.4143,86959.18549
82579.40132,443088.8909,466373.0789,135707.5751
110066.5964,593778.9115,669751.2337,200264.803
141491.1116,767010.293,920392.64,281994.3684
176411.4631,960486.8652,1218591.043,381631.2391
214295.972,1171361.787,1562959.029,499281.8928
254562.741,1396460.61,1950674.094,634472.2393
296613.5199,1632474.059,2377774.838,786227.0734
339860.542,1876113.852,2839468.812,953166.2999
383746.4446,2124230.886,3330425.053,1133606.125
427757.969,2373898.848,3845034.653,1325656.671
471434.412,2622468.057,4377630.851,1527310.487
514371.8667,2867595.042,4922666.166,1736518.875
556224.2352,3107253.186,5474848.026,1951254.844
596701.8836,3339729.266,6029236.732,2169562.76
635568.6621,3563609.995,6581310.831,2389595.638
672637.8772,3777761.913,7127005.342,2609641.443
707767.667,3981307.272,7662728.129,2828140.015
740856.123,4173597.946,8185359.308,3043692.233
771836.4032,4354188.824,8692237.932,3255062.965
800672.0089,4522811.778,9181139.569,3461179.194
827352.3395,4679350.884,9650247.752,3661124.527
851888.5911,4823819.383,10098121.66,3854131.13
874310.0366,4956338.607,10523661.94,4039569.92
894660.696,5077118.994,10926076,4216939.704
912996.3923,5186443.19,11304843.95,4385855.802
929382.1756,5284651.17,11659685.8,4546038.567
943890.0921,5372127.271,11990530.54,4697302.114
956597.2679,5449288.986,12297487.35,4839543.471
967584.2809,5516577.376,12580819.1,4972732.318
976933.7875,5574448.924,12840918.26,5096901.395
984729.3776,5623368.691,13078285.16,5212137.658
991054.6288,5663804.614,13293508.58,5318574.174
995992.3352,5696222.802,13487248.39,5416382.787
999623.8865,5721083.703,13660220.4,5505767.499
2459.502428,12327.08677,5426.439408,1120.561483
6145.050009,31266.14435,16684.5261,3716.392073
13013.8359,67050.32823,42004.36609,9965.683115
24285.35998,126458.7981,90736.15469,22708.12464
41052.26464,215720.9331,173876.7671,45553.07182
64142.71747,339724.2667,302871.1546,82557.94431
94043.14187,501536.4454,488363.3054,137821.0211
130879.531,702248.5668,739151.5179,215082.012
174443.7994,941076.1547,1061484.171,317398.323
224248.2995,1215629.392,1458724.03,446930.9548
279593.327,1522269.094,1931336.648,604844.7529
339636.2272,1856483.323,2477123.125,791308.4729
403454.7553,2213240.914,3091610.092,1005570.733
470100.7485,2587297.024,3768519.155,1246085.936
538642.6595,2973440.072,4500254.79,1510666.78
608197.1277,3366679.07,5278367.995,1796644.63
677950.693,3762376.123,6093969.247,2101024.234
747173.1903,4156331.771,6938077.334,2420623.993
815224.4699,4544831.861,7801900.096,2752196.944
881556.0039,4924664.421,8677049.366,3092530.519
945708.7533,5293114.179,9555696.252,3438525.25
1007308.446,5647941.222,10430674.73,3787253.86
1066059.193,5987349.138,11295542.25,4136002.958
1121736.157,6309946.793,12144605.65,4482299.857
1174177.826,6614706.972,12972920.25,4823927.1
1223278.261,6900924.226,13776268.73,5158927.135
1268979.616,7168173.597,14551125.6,5485599.342
1311265.091,7416271.361,15294611.97,5802491.339
1350152.429,7645238.502,16004444.28,6108386.191
1385688.025,7855267.318,16678880.17,6402286.867
1417941.647,8046691.331,17316663.47,6683399.03
1447001.767,8219958.504,17916970.21,6951113.003
1472971.483,8375607.663,18479356.65,7204985.577
1495964.981,8514247.94,19003710.23,7444722.143
1516104.498,8636541.018,19490203.99,7670159.503
1533517.74,8743185.929,19939254.55,7881249.599
1548335.709,8834906.151,20351483.93,8078044.324
1560690.887,8912438.757,20727685.12,8260681.492
1570715.735,8976525.377,21068791.25,8429372.002
1578541.472,9027904.741,21375848.16,8584388.207
1584297.093,9067306.614,21649990.32,8726053.428
3898.048655,19537.1159,8600.326877,1775.970266
9739.247927,49553.49933,26443.19183,5890.084497
20625.53993,106267.6088,66572.43388,15794.54333
38489.7017,200423.6882,143807.1139,35989.95216
65063.45476,341894.6383,275576.1046,72196.75342
101659.3563,538426.6776,480018.4311,130845.5239
149048.3353,794881.6981,774003.6781,218431.5981
207430.0777,1112988.973,1171476.209,340882.0167
276474.7901,1491505.191,1682339.036,503042.4414
355409.6033,1926642.748,2311921.784,708337.8277
443125.5606,2412633.924,3060962.306,958614.3314
538287.1443,2942327.78,3925975.577,1254139.412
